TOI,TIC,Magnitude,20 Period,120 Period,20 Depth,20 Error,120 Depth,120 Error
481.01,339672028,9.3935,10.33678368,10.11777877,0.00384267,0.472481729,0.003959373,0.198629064
2129.01,101721385,9.54417,4.628562856,4.628343167,0.0053079,0.37274027,0.005352146,0.194376404
1651.01,138168780,9.88278,3.764626463,3.764515605,0.011852367,0.258048601,0.012051421,0.193229126
751.01,14661418,12.4806,4.724122412,4.7228246,0.02194443,0.438788218,0.021657193,0.191221179
1069.01,31858843,10.4293,2.976747675,2.977655686,0.011027746,0.337526348,0.011023004,0.184052145
822.01,127530399,11.1116,7.132613261,7.133020908,0.016272159,0.311610572,0.017013644,0.182598874
905.01,261867566,10.5721,3.739273927,3.739373442,0.013480911,0.306291232,0.014278512,0.179892178
744.01,437242640,9.7566,4.318481848,4.317755538,0.009982149,0.260816908,0.009960132,0.177637665
267.01,166836920,8.93,5.751875188,5.751905028,0.004724277,0.338683143,0.004833602,0.176863954
1721.01,51234631,10.1653,4.125412541,4.125400659,0.007852523,0.346484477,0.007933413,0.173483923
1676.01,8400842,9.441,3.191269127,3.192016029,0.007242387,0.282185963,0.00750069,0.163473574
194.01,211438925,10.248,4.899639964,4.900533123,0.009314152,0.306274422,0.009214897,0.163032187
1934.01,125739286,10.5288,4.511551155,4.512743849,0.009814208,0.352742646,0.009892729,0.154367295
675.01,169226822,9.62959,4.178067807,4.177471798,0.008928984,0.451172608,0.010727237,0.148644425
190.01,166739520,9.6411,10.01890189,10.01992877,0.006728174,0.32190835,0.007571448,0.145236009
1458.01,191284318,10.374,2.775877588,2.776190355,0.011335948,0.30412493,0.01202248,0.141313549
1373.01,176899385,9.995771,3.852385239,3.852232163,0.007866543,0.299069526,0.007838213,0.140327395
1726.01,130181866,6.2683,6.477347735,6.524194139,0.006704427,0.298934233,0.006887584,0.139521762
479.01,306362738,10.8164,2.781728173,2.781642476,0.011736717,0.313966551,0.012204215,0.134275831
490.01,455135327,9.93908,2.810981098,2.810761499,0.010052396,0.276492669,0.010079729,0.130828475
2119.01,236387002,10.3978,4.80141592,7.202820282,0.044670483,0.135706857,0.046958886,0.125176017
107.01,92352620,9.6433,3.949894989,3.948917259,0.011693718,0.358844572,0.011757612,0.123659319
423.01,43647325,10.4408,3.162016202,3.161490992,0.016122449,0.201853171,0.016379135,0.115469652
135.01,267263253,9.2205,4.125412541,4.126538396,0.008560663,0.247855022,0.009354833,0.100163562
1148.01,349827430,7.9179,5.551005101,5.550950482,0.007211579,0.156711006,0.007870746,0.095466544
