System,Format,Type,Magnitude,Period,Time,Duration,Depth,Ratio
1039.01,20sec,PC,8.5483,4.421842184218422,2284.2100484987163,0.15,0.0051580991889208,1.0264005533144815
1072.01,20sec,PC,11.7106,12.83888388838884,2044.838955889952,0.33,0.0101925336390864,0.985718405302589
1077.01,20sec,PC,13.461,1.6077107710771077,2036.390360554612,0.05,0.0154887854495892,1.0339295573856977
1107.01,20sec,PC,10.0068,4.078607860786079,2336.073295646837,0.2,0.0052665704537774,0.9506931938371568
1252.01,20sec,PC,12.0623,1.913891389138914,2854.4741523362063,0.33,0.0191214499272236,1.047429913643499
1259.01,20sec,PC,11.1534,3.477947794779478,2883.125120582186,0.1,0.0212334473221766,1.0073278056355908
1296.01,20sec,PC,10.8041,3.9459945994599455,2826.1264297029948,0.2,0.0056246873206259,0.986628626965616
1478.01,20sec,PC,10.2042,10.182718271827182,2239.080781729924,0.15,0.0092817808131522,0.9986240998344728
1518.01,20sec,PC,8.75127,1.902190219021902,2854.4166321537696,0.05,0.008551216811337,1.001467186191831
1528.01,20sec,PC,9.716,9.93894389438944,2885.2772408080677,0.1,0.0066465958239464,1.003250288586862
170.01,20sec,PC,11.9692,3.711971197119712,2038.1249938576404,0.1,0.0100654605562575,1.0529865717752744
171.01,20sec,PC,11.6626,1.410741074107411,2062.664537042711,0.33,0.0223280641614129,0.9135239058737352
171.02,20sec,PC,11.6626,1.410741074107411,2062.664537042711,0.33,0.0223280641614129,0.9135239058737352
1717.01,20sec,PC,9.52339,4.053255325532554,2941.7401469860647,0.1,0.0062259253569958,1.0241388790420576
181.01,20sec,PC,10.4654,4.533003300330033,2092.309340855701,0.1,0.006636945496253,1.004409456291665
1937.01,20sec,PC,12.4933,0.9465946594659466,2964.4268510212496,0.05,0.0112311604966528,0.98356714942201
1951.01,20sec,PC,9.8722,4.8294329432943295,3043.030501801253,0.1,0.0070079584572023,0.9917117176689292
