System,Format,Magnitude,Period,Time,Duration,Depth,Ratio
28230919,120sec,8.5077,4.887206970021935,2420.3768732711487,0.1,0.0031150454735766045,0.9282607869691841
1148,20sec,7.9179,5.551005100510051,2939.4538628146406,0.15,0.0072199466609609965,1.0864621923907023
349827430,120sec,7.9179,5.550950482086912,2939.4560567707317,0.15,0.007844199078211616,1.0864621923907023
115,20sec,13.0417,4.743624362436243,2064.968622174674,0.1,0.010799823316074647,0.9429425040583661
281541555,120sec,13.0417,4.742903745820127,2064.9692008944207,0.1,0.010183612441047355,0.9429425040583661
116,20sec,11.0443,2.7992799279927993,2037.5258282598234,0.1,0.012532711126002157,1.016747840998294
238176110,120sec,11.0443,2.7987386947515636,2037.5264069767663,0.1,0.01274260697921799,1.016747840998294
1165,20sec,9.76703,2.255175517551755,2854.4078619541274,0.1,0.014212107841872964,1.0045960127439801
458478250,120sec,9.76703,2.2552018028085437,2854.403440661294,0.1,0.014277426870633032,1.0045960127439801
117,20sec,11.7806,3.5871587158715874,2063.6531781290405,0.1,0.005379682324119442,1.0253141112208013
322307342,120sec,11.7806,3.5863993240008067,2063.6537568485546,0.1,0.0055158642008047805,1.0253141112208013
118,20sec,9.179,6.034653465346535,2065.4042674850593,0.1,0.0012479180045903342,0.8692812550099337
266980320,120sec,9.179,6.031973989478155,2065.409846198054,0.1,0.0010847917291797779,0.8692812550099337
1187,20sec,9.9002,2.9143414341434144,2939.778614741506,0.33,0.0013135593564091153,0.8747765571520043
372757221,120sec,9.9002,2.948589143342777,2939.5708408838723,0.33,0.0011490709314143685,0.8747765571520043
1204,20sec,8.004,0.6891689168916891,2308.227560759272,0.1,9.292005570292311e-05,0.8960095459868411
467666275,120sec,8.004,0.6907291539234931,2307.500863528838,0.1,8.325725692344813e-05,0.8960095459868411
122,20sec,13.084,5.069306930693069,2040.041969121706,0.1,0.004664329299417328,1.207260961793381
231702397,120sec,13.084,5.077539437112028,2040.0425478423742,0.05,0.00563106267613561,1.207260961793381
1226,20sec,11.5514,3.9596459645964597,2039.4734454515374,0.2,0.0006290630828080924,0.753837851309713
177115354,120sec,11.5514,3.5094151629384363,2037.939024150669,0.33,0.0004742115626823165,0.753837851309713
123,20sec,7.87598,3.3082808280828084,2063.25607177703,0.2,0.0036393462336924524,1.0432642368534586
290131778,120sec,7.87598,3.3080362491694717,2063.2566504846695,0.2,0.0037967997711386655,1.0432642368534586
1247,20sec,8.4724,14.732523252325235,2404.1919843123505,0.15,0.00041327244151232714,1.256835922899076
232540264,120sec,8.4724,14.737182831694511,2404.212563002287,0.2,0.0005194156504369,1.256835922899076
1248,20sec,11.1153,4.3594359435943595,2829.4866319615094,0.1,0.004401731414656763,1.024037211505513
232612416,120sec,11.1153,4.360613244042676,2829.482210658135,0.1,0.004507536763661328,1.024037211505513
1251,20sec,10.6479,5.962496249624962,2830.737273054141,0.1,0.010389061876338123,0.763229922067306
233120979,120sec,10.6479,5.961960057391878,2830.7378517526004,0.1,0.007929242886229966,0.763229922067306
1252,20sec,12.0623,1.913891389138914,2854.4741523362063,0.33,0.01912144992722367,1.047429913643499
233211762,120sec,12.0623,1.9167168291986711,2854.449731042201,0.33,0.02002837864601038,1.047429913643499
1254,20sec,10.794,2.030903090309031,2825.4207770455223,0.33,0.0009388201713000868,1.1521637523528876
236714379,120sec,10.794,2.030257526202665,2825.4313557446512,0.33,0.0010816745713496886,1.1521637523528876
1259,20sec,11.1534,3.477947794779478,2883.125120582186,0.1,0.02123344732217667,1.0073278056355908
288735205,120sec,11.1534,3.477618733970607,2883.1256992926624,0.1,0.021389041897127137,1.0073278056355908
1288,20sec,9.93119,2.6998199819982,2827.388349409782,0.1,0.0021556960298250664,1.0312901112374258
365733349,120sec,9.93119,2.69963265453458,2827.388928122066,0.1,0.0022231479983923696,1.0312901112374258
1296,20sec,10.8041,3.9459945994599464,2826.1264297029948,0.2,0.005624687320625965,0.9866286269656159
219854185,120sec,10.8041,3.9457396234672975,2826.1270084066637,0.2,0.005549477528260105,0.9866286269656159
130,20sec,7.4371,14.354185418541855,2039.1804372252773,0.2,0.00035058884938005906,0.9778502801493005
263003176,120sec,7.4371,14.325241637575099,2039.1860159296473,0.2,0.0003428234045835117,0.9778502801493005
132,20sec,10.8061,2.108910891089109,2063.1851980398055,0.1,0.0012127401046432037,0.9575201920174262
89020549,120sec,10.8061,2.1085677874718165,2063.185776754896,0.1,0.001161223137865194,0.9575201920174262
1333,20sec,9.03527,4.72022202220222,2829.0900417015487,0.15,0.004879383172820514,1.06113954930767
395171208,120sec,9.03527,4.72170581144523,2829.0806204122027,0.15,0.00517770646090619,1.06113954930767
1337,20sec,9.8787,3.345334533453345,3071.214012141784,0.15,0.00945347256084592,1.0164644164549235
160708862,120sec,9.8787,3.3457221059639712,3071.214590859655,0.15,0.009609118470032879,1.0164644164549235
135,20sec,9.2205,4.125412541254125,2039.7405302740854,0.15,0.008563315528241128,1.024534701455621
267263253,120sec,9.2205,4.126538396413898,2039.741108985906,0.15,0.008773413918196808,1.024534701455621
1355,20sec,8.65269,2.1693669366936694,2853.586307454906,0.05,0.004806874971677078,1.0138293891433403
372264750,120sec,8.65269,2.1702231879353553,2853.5818861657976,0.05,0.004873351116223784,1.0138293891433403
136,20sec,11.9238,0.9251425142514251,2036.341359066892,0.05,0.001728885970377629,1.0635683776252782
410153553,120sec,11.9238,0.9265003458041574,2036.3104374361683,0.05,0.0018387884466136398,1.0635683776252782
1364,20sec,9.2118,1.7754275427542754,2826.9886354158493,0.1,0.0006990449405880211,1.0337527963019586
26880783,120sec,9.2118,1.7757320061439086,2826.989214112417,0.1,0.0007226396620736034,1.0337527963019586
1372,20sec,10.3126,7.259375937593759,2828.846502056434,0.33,0.0006557182655682261,2.135016072355697
164150539,120sec,10.3126,6.161567079300189,2825.897080768718,0.05,0.0013999690359253636,2.135016072355697
1373,20sec,9.995771,3.852385238523852,2853.708538538128,0.1,0.007869330118780871,0.9966775350102127
176899385,120sec,9.995771,3.8522321629102607,2853.709117248088,0.1,0.007843184544968143,0.9966775350102127
1388,20sec,9.76031,4.464746474647464,2829.475967406078,0.1,0.010595089623877082,1.104418805506652
346338552,120sec,9.76031,4.464693949142889,2829.476546127209,0.1,0.011701416226638249,1.104418805506652
1393,20sec,10.1993,0.5585058505850585,2825.6647733772706,0.05,0.002023975689502955,1.0816504051362719
430528566,120sec,10.1993,0.5591136971482927,2825.645352094211,0.05,0.0021892341245368365,1.0816504051362719
1394,20sec,9.44275,2.9572457245724575,2853.4576008436297,0.2,0.0009460342000713695,1.1987988509340175
431156009,120sec,9.44275,2.9562276209619167,2853.458179549865,0.2,0.0011341047119898403,1.1987988509340175
140,20sec,9.7828,2.2746774677467747,2062.1251790934925,0.33,0.003675091513386412,1.0438751381473268
140068425,120sec,9.7828,2.272430303336364,2062.1157578011325,0.33,0.0038363366612403096,1.0438751381473268
1406,20sec,11.4266,10.586408640864086,2154.7805510176854,0.15,0.004780497845865897,0.980742527782666
231736113,120sec,11.4266,10.586958875905593,2154.7811297362673,0.15,0.00468843754141411,0.980742527782666
1407,20sec,7.7275,9.974047404740475,2065.455670162748,0.15,0.00015239927992700833,1.9325612999885786
69747919,120sec,7.7275,9.63163346037574,2065.4762488885485,0.1,0.0002945209505330625,1.9325612999885786
1408,20sec,8.82374,4.425742574257425,2855.8855047724746,0.05,0.0017150760805320305,0.9550535979956518
364186197,120sec,8.82374,4.425422245194817,2855.88608348325,0.05,0.001637989581548396,0.9550535979956518
141,20sec,7.384,1.009000900090009,2036.3317171498222,0.05,0.00019830929374454095,0.9881191320240581
403224672,120sec,7.384,1.008423119539677,2036.3322958718875,0.05,0.00019595320720715978,0.9881191320240581
1425,20sec,9.25755,1.0324032403240324,2853.491097274425,0.05,0.004762019342840829,1.0439790364879444
350132371,120sec,9.25755,1.0316958338498117,2853.5016759861314,0.05,0.004971448365275923,1.0439790364879444
1431,20sec,7.79824,2.651065106510651,2825.769262148931,0.1,0.004204625382469967,1.0084629681144897
375506058,120sec,7.79824,2.6497953125645597,2825.774840857489,0.1,0.0042402089930151845,1.0084629681144897
1438,20sec,10.3237,8.618661866186619,2392.8921597000176,0.33,0.0008604466443147083,0.47645974913500255
229650439,120sec,10.3237,11.586878264784174,2394.5177384052627,0.33,0.0004099681922942407,0.47645974913500255
