toi,tid,type,Mid,Period,Duartion,Depth,Radius,Mag,st_rad
1506.01,64836837,PC,2459877.491,10.9115675,2.452,1757,14.2226,9.8115,3.37
1508.01,415741431,PC,2459878.867,2.1575124,2.236,550,11.8527,10.471,3.87
1510.01,377739433,PC,2458764.825,1.23852,3.138,440,7.11712,10.1975,3.4
1512.01,434718964,PC,2459854.931,1.597226,5.3721722,3834.126062,,10.262,
1513.01,269509393,PC,2458764.844,1.76589,3.807,730,4.06597,10.2866,1.55
1515.01,470709084,PC,2458764.914,3.66328,2.255,1080,7.71234,10.4433,2.32
1516.01,376637093,PC,2459881.741,2.0560142,2.8,8460,17.0319,10.377,1.24
1518.01,427761355,PC,2459854.415,1.902606,2.3653693,8984.989727,19.576504,8.75127,1.82241
1520.01,269238073,PC,2459878.512,6.1461734,5.386,1034,6.96236,9.68805,1.5
1521.01,366074069,PC,2458768.088,4.18129,4.677,5060,16.9878,9.78876,2.31
1522.01,367102581,PC,2459739.799,2.9798592,2.737,580,4.92227,9.39575,1.89
1527.01,202375913,PC,2459871.877,5.0625891,3.69,2884,15.2343,9.6968,2.76
1528.01,285543785,PC,2459905.159,9.9385027,3.991,7940,,9.716,
1532.01,327579226,PC,2459893.867,8.9054092,2.577,6600,12.0619,10.1786,1.41
1533.01,345143460,PC,2459877.675,3.6458044,1.805,1010,2.93655,10.1128,0.88
1534.01,354600221,PC,2458764.817,1.41853,2.728,560,3.93221,9.867621,1.68
1536.01,445137888,PC,2459882.951,2.013653,2.1214907,822.8974252,9.0269074,10.3654,2.67713
1537.01,173612049,PC,2459874.875,6.4902646,2.545,1080,3.24146,10.473,0.96
1538.01,177244357,PC,2458768.847,6.54692,4.589,2400,5.62882,9.8931,1.12
1539.01,252636888,PC,2459880.281,2.590266,4.378,700,9.54526,10.4116,3.22
1542.01,367607434,PC,2458744.444,8.2916,3.361,470,6.71582,8.40348,3.1
1543.01,431585347,PC,2458766.208,5.13664,4.45,930,7.04152,10.06,2.32
1544.01,455791689,PC,2459881.293,1.2918411,1.308,1174,,10.4143,
1546.01,194203348,PC,2458764.833,1.13345,1.894,490,3.03424,9.87731,1.4
1548.01,440100539,PC,2458769.324,12.6017,4.835,800,3.34292,8.7282,1.21
155.01,129637892,PC,2459084.271,5.45001,4.353,940,5.61464,9.0284,1.79
1551.01,288348498,PC,2458765.111,1.67546,1.202,1250,6.44889,9.967,1.78
1552.01,326919774,PC,2458771.772,7.57193,2.656,420,10.2119,8.19,4.72
1557.01,320506985,PC,2458765.319,1.08697,1.967,860,4.98445,10.4925,1.69
1559.01,241040309,PC,2459904.889,3.4648951,1.046,1339,9.72728,10.3978,2.54
1560.01,241076290,PC,2459882.379,0.2580006,0.5351356,812.7310325,6.2776081,10.1942,2.08687
1563.01,249945230,PC,2458805.456,1098.225859,6.121,4496,5.13949,9.4397,0.74
1565.01,251384275,PC,2459907.73,1099.256039,5.661,2970,23.8658,9.2085,2.18
1570.01,285674856,PC,2458790.81,1.74626,3.88,1110,5.62786,9.4883,1.8
1576.01,327011842,PC,2459883.106,0.783879,1.4870966,274.5156373,9.6813253,9.7828,5.3874698
1581.01,370759867,PC,2458810.307,,4.23,8410,18.6201,9.76978,0.97
1583.01,403256331,PC,2458765.821,3.77188,2.923,450,10.0329,9.5425,4.62
1585.01,444415148,PC,2458764.875,1.83641,2.222,470,10.6176,8.9676,5.03
1586.01,445144327,PC,2458765.679,1.80794,2.17,540,20.9267,10.4396,8.61
1587.01,458914949,PC,2459924.681,12.5343031,4.572,1517,8.71775,10.2543,2.51
1588.01,50120414,PC,2459932.267,3.581083,3.454,760,17.1017,8.951,5.96
159.01,394657039,PC,2459382.233,3.7628372,3.956,11360,17.3305867,10.5132,1.58746
1593.01,192372961,PC,2458792.296,2.06313,2.157,600,11.9118,9.1222,4.77
1594.01,201154493,PC,2458792.199,1.51233,2.59,640,11.1245,9.7479,4.35
1596.01,431899140,PC,2459928.935,1.97656,3.102,1120,13.6974,10.0888,3.62
1598.01,67418624,PC,2459908.035,1.1020719,0.864,580,4.33066,8.6344,1.73
1601.01,139375960,PC,2458793.277,5.33155,6.191,4220,14.6101,10.1035,2.22
1602.01,129991079,PC,2458792.504,6.15952,3.834,1230,3.90515,10.4375,1.09
1604.01,118301361,PC,2458793.398,3.46608,4.403,1620,20.8363,9.08054,3.02
1605.01,101037590,PC,2459896.133,8.7094632,3.027,4510,20.9625,9.62924,1.59
161.01,348770361,PC,2459388.787,2.7684331,4.223,3234.097111,4.61938,11.4964,0.98
1610.01,219776325,PC,2459934.586,2.5288078,1.383,364,2.44479,10.3727,1.19
1611.01,264678534,PC,2459930.615,16.2017359,2.811,910,2.42374,7.5825,0.78
1613.01,272625214,PC,2458979.491,5.2469991,3.45,1180,5.46087,10.4641,1.44
1616.01,322054600,PC,2459879.726,1.3432989,0.684,1004,5.14071,10.4505,1.45
1619.01,377144784,PC,2459882.667,2.386701,2.911,570,11.5,10.0552,4.73
1620.01,378291076,PC,2458766.513,1.59818,2.011,320,2.61407,9.53523,1.49
1621.01,387260717,PC,2459659.579,6.453624,3.582,200,1.35756,9.97595,1.02
1625.01,470852531,PC,2458765.534,1.49446,2.114,890,4.21366,10.2918,1.43
1630.01,317597583,PC,2459931.225,12.0557544,1.958,816,2.41188,8.9943,0.83
1631.01,29054413,PC,2458795.512,15.2521892,1.3463514,871.2527446,2.8346585,10.4289,0.949022
1634.01,201186294,PC,2458791.515,0.98933,1.0357615,1519.669587,1.8303854,11.0136,0.465258
1638.01,312862941,PC,2459908.441,0.9150623,0.6662728,4304.932222,5.386904,12.1312,0.701237
1639.01,348673213,PC,2458791.468,0.901465,2.5562155,3156.565826,3.4348127,12.974,0.611023
1640.01,396562848,PC,2459767.373,1.9495403,0.8060618,2089.244412,1.3929217,11.0548,0.260187
1641.01,422923265,PC,2459906.864,1.8646725,1.028,570,12.8352,9.616,3.4
1642.01,229940491,PC,2459747.914,37.4590076,2.863,5850,20.3559,11.1169,1.5
1643.01,298647682,PC,2459815.953,20.0795217,1.2186554,1065.535571,2.7170462,8.6628,0.777584
1648.01,376353509,PC,2459925.343,7.3315597,1.23,858,2.6278,9.5831,0.84
1652.01,154867950,PC,2459606.321,0.6664948,1.38,260,3.217,8.68013,1.99
1653.01,156724719,PC,2459935.726,10.9568574,3.574,4327,,9.353,
1654.01,258829450,PC,2459962.439,1.8347927,2.423,235,,10.1556,
1655.01,266500992,PC,2459934.449,3.2786557,2.73,1024,3.63296,10.3309,1.15
1658.01,286561122,PC,2459910.558,0.6803433,2.0674164,565.5754223,8.1888041,10.2674,2.97877
1659.01,288631580,PC,2459757.356,5.8775548,2.9027641,412.2881337,2.1822904,9.56906,1.00568
166.01,147203645,PC,2458326.388,5.06114,1.338,2920,8.62227,10.7258,1
1661.01,312122956,PC,2459547.065,2.0492064,3.417,1030,,10.1283,
1664.01,353782445,PC,2459920.043,11.8351133,2.639,307,3.1253,9.17708,1.34
1669.01,428679607,PC,2459958.651,2.680061,1.81,479,2.34221,9.52906,1.07
167.01,149990841,PC,2459387.894,4.4531846,1.687,5910,,11.6349,
1670.01,441739020,PC,2459932.635,40.7501378,5.245,6279,11.1017,9.4682,1.31
1670.02,441739020,PC,2459941.145,10.983694,2.702,286,2.12744,9.4682,1.31
1675.01,81831095,PC,2459935.218,3.133084,1.237,1192,10.3743,9.9944,2.06
1677.01,87090944,PC,2459910.373,0.6435807,0.6659322,876.6807794,4.8452813,10.1089,1.49305
1678.01,96291218,PC,2459917.091,13.7058173,2.691,5890,19.6282,10.3614,2.05
168.01,369457671,PC,2458326.493,2.31446,1.347,1190,3.40668,11.5147,0.73
1680.01,259168516,PC,2459657.394,4.8026561,1.1658648,4358.115768,1.4202459,13.3081,0.213459
1681.01,321041369,PC,2459934.602,1.5379289,0.724,1112,8.379,10.4445,0.93
1683.01,58542531,PC,2459522.7,3.0575356,1.318,920,2.6382,9.794,0.7
1684.01,85031598,PC,2459934.445,1.1549928,0.939,809,9.37111,7.3543,2.99
1685.01,28900646,PC,2459910.938,0.6691449,0.9921631,1254.371193,1.9200407,11.1117,0.462408
1686.01,102672709,PC,2458818.598,6.705326,3.7302937,623.6644762,3.7294648,9.86671,1.45858
1687.01,103448870,PC,2458816.844,10.2596322,1.8234891,1080.921317,3.9130735,9.83739,0.978325
1689.01,198384408,PC,2458823.256,9.1238101,5.1188391,283.324087,2.0471844,6.3196,1.1485
1691.01,268334473,PC,2459922.726,16.7369141,4.613,1113,2.92728,9.52636,1
1692.01,288636342,PC,2459725.018,17.7286608,6.4427868,1086.461814,4.9572307,10.741,1.45796
1692.02,288636342,PC,2459717.486,32.2079698,7.519958,2409.294316,7.3178089,10.741,1.45796
1693.01,353475866,PC,2459549.097,1.7666834,1.370993,821.943728,1.4154462,10.6714,0.46126
1694.01,396740648,PC,2458843.658,3.7701296,2.8512056,4361.180108,5.4800266,10.7424,0.81833
1695.01,422756130,PC,2458791.519,3.1342946,1.2158796,1183.606071,1.7992966,11.0294,0.516105
1696.01,470381900,PC,2459911.832,2.5005291,0.8809865,12579.35048,3.1713853,13.9664,0.280475
1697.01,1884091865,PC,2459755.175,10.716524,3.075,1280,2.34185,11.1744,0.65
1698.01,190223929,PC,2458847.697,17.04198,1.578,3520,,11.1018,
1699.01,22705558,PC,2459606.911,4.5470055,2.382923,813.7370725,3.0070741,10.8756,1.03909
170.01,394698182,PC,2459387.009,3.7115129,2.685,12280,13.941,11.9692,1.22
1701.01,274215536,PC,2458843.373,1.33418,1.115,2470,4.94538,10.9263,0.88
1703.01,453387619,PC,2459605.527,1.2016105,0.6498366,2414.879119,5.3210497,10.6414,1.07532
1704.01,95129101,PC,2459575.196,3.929983,2.153,2270,6.51515,10.8508,1.34
1705.01,137500798,PC,2459958.514,13.2051436,5.904,710,5.53247,10.3042,1.67
1706.01,230377505,PC,2459958.873,4.515617,2.598,451,2.04103,10.486,0.97
1706.02,230377505,PC,2459949.097,7.4058749,2.531,333,1.58771,10.486,0.97
1707.01,240148934,PC,2458843.267,2.02365,2.585,1710,5.96472,10.3135,1.48
1708.01,241173474,PC,2458853.121,11.44192,3.841,5510,9.64245,10.388,1.24
1709.01,29119552,PC,2459597.198,7.6288424,3.311,10850,18.0261,10.2061,1.6
171.01,309257814,PC,2459359.398,1.2386034,1.651,13300,13.5831,11.6626,1.11
171.02,309257814,PC,2459144.739,1.8135767,0.8382188,7799.811612,10.2776168,11.6626,1.10723
1710.01,445805961,PC,2459905.43,24.2833357,6.212,3070,6.34442,8.9134,0.98
1713.01,15863518,PC,2458842.71,0.5572565,0.5671304,1198.721242,3.2761782,10.618,0.946
1715.01,142090065,PC,2459738.517,2.8269356,1.1692366,950.9544382,4.8112209,9.01249,1.50581
1716.01,14336130,PC,2459959.217,8.0823313,3.26,555,2.77252,8.82897,1.24
1717.01,149833117,PC,2459962.006,4.0524036,2.091,8173,12.6674,9.52339,1.36
1718.01,257241363,PC,2459596.691,5.587053,3.0302082,1824.389006,4.2547371,8.2558,0.939285
1719.01,293617835,PC,2459604.65,2.7552506,1.447,360,13.096,7.7649,4.17
1722.01,85242435,PC,2459958.323,9.605241,3.628,1437,3.86469,9.52682,1.09
1723.01,71431780,PC,2459593.938,13.7265216,3.608,760,2.99997,9.09942,1.09
1724.01,81212286,PC,2458843.028,0.6850808,1.0565887,2675.717666,1.9806358,12.507,0.380019
1727.01,241225337,PC,2458842.785,1.8308782,1.5764906,464.5713657,2.1988321,9.75149,0.98869
173.01,270341214,PC,2459345.034,29.7536112,8.017,6530,12.1499,8.8784,1.47
1730.01,318022259,PC,2459952.635,6.2262315,2.239,1488,2.75524,10.3595,0.53
1730.02,318022259,PC,2459961.133,2.1555232,1.445,742,1.47809,10.3595,0.53
1732.01,470987100,PC,2459601.24,4.1192231,2.1841675,1236.504245,2.2236629,11.3266,0.632571
1734.01,224596152,PC,2458688.866,28.8745078,4.4849765,584.5089133,2.7122882,10.2713,0.988898
1735.01,365673804,PC,2459897.427,10.3857972,3.142,310,2.28473,8.3412,1.26
1736.01,408618999,PC,2459924.49,7.0731059,3.851,435,2.6869,8.3302,1.41
1737.01,233009109,PC,2459930.642,14.4479443,6.16,200,2.79779,8.57502,1.95
1738.01,104208182,PC,2458792.657,3.6985817,1.5474205,3061.823845,4.3816478,12.4851,0.6692
1739.01,159418353,PC,2459631.821,8.3032978,1.8911727,560.3698799,1.8472693,9.812,0.780707
174.03,425997655,PC,2458335.746,12.1622172,2.7426372,289.9970346,1.1766655,8.7513,0.691374
174.04,425997655,PC,2458326.028,3.9766639,2.1277422,135.5662482,0.8071097,8.7513,0.691374
1740.01,174041208,PC,2458741.059,19.428419,3.5727154,850.4127883,2.4616462,10.4274,0.835173
1741.01,198206613,PC,2459852.092,10.9406641,2.175,440,1.36492,10.5783,0.61
1742.01,219857012,PC,2459937.686,21.2691725,5.78,328,1.88729,8.2865,1.16
1743.01,219860288,PC,2459660.494,4.2660553,0.69,1700,3.30511,12.4251,0.32
1744.01,229455001,PC,2459908.385,22.341674,2.677,456,2.63354,9.01932,1.14
1745.01,232635922,PC,2459653.478,5.984871,2.2695614,2583.778826,3.4443503,12.7963,0.424468
1746.01,232650365,PC,2458684.784,2.5253323,0.989829,1258.571856,1.4761503,11.9589,0.410465
1747.01,233071822,PC,2459935.588,2.7546587,0.785,357,3.39178,10.4302,0.7
1748.01,233071926,PC,2459662.449,1.8318623,1.4211172,403.1219726,1.5299007,10.5657,0.768226
1749.01,233602827,PC,2459763.323,4.4891367,1.8833377,1271.186702,1.9980298,12.2574,0.561356
1749.02,233602827,PC,2459647.515,9.0447039,1.7653148,1611.001019,2.2493746,12.2574,0.561356
1750.01,237099296,PC,2459663.823,11.3373614,2.8611319,1194.045162,2.619494,11.7077,0.768675
1751.01,287080092,PC,2459932.629,37.4685522,7.267,437,2.43283,8.80616,1.27
1752.01,287139872,PC,2459662.731,0.9351891,0.7694649,1150.287116,1.8032935,12.7463,0.526987
1753.01,289580577,PC,2459653.734,5.3846239,3.2617296,630.6901313,2.6170633,11.2078,0.959022
1754.01,332477926,PC,2459662.802,16.2143217,3.8395249,1553.706434,2.8235075,11.7229,0.593295
1756.01,364074068,PC,2458764.852,2.7830114,1.7406295,916.2640701,1.7104603,12.0948,0.562607
1757.01,367753709,PC,2459633.261,2.125687,1.4649664,570.6858828,1.6780073,11.2906,0.707159
1758.01,367858035,PC,2459924.771,20.7050858,3.388,1832,3.40565,10.0907,0.81
1759.01,408636441,PC,2459876.464,18.8500111,3.407,2360,3.10635,9.92838,0.63
1761.01,424391516,PC,2459714.914,11.5922513,3.4868947,373.1625573,2.4230886,10.5951,1.19407
1762.01,435680451,PC,2458810.921,24.141229,3.069765,1612.779543,4.0770689,10.5949,0.94842
1763.01,441739871,PC,2459657.048,3.7979081,0.642,1470,2.28065,12.8123,0.47
1764.01,1551345500,PC,2459744.02,47.3860753,1.81,19550,9.77368,11.2018,0.62
1765.01,272672133,PC,2459690.103,3.493958,1.961,3650,5.65971,11.7176,0.9
1768.01,137906197,PC,2459627.024,7.3376973,4.012,680,2.86575,9.91008,1.1
1769.01,287225295,PC,2459606.763,0.6097552,0.433,601.7942231,2.99971,9.4819,0.89
177.01,262530407,PC,2458356.153,2.8531008,1.2586624,1587.242151,2.126615,9.49275,0.517786
1770.01,457138169,PC,2459605.893,1.0924536,1.2245785,874.580104,6.5935026,9.22437,1.4487799
1772.01,85293053,PC,2459628.85,8.0542207,3.0287161,706.8165307,2.8337706,9.3523,0.995254
1775.01,9348006,PC,2459635.364,10.2405483,3.538,9950,8.69623,10.9184,0.84
1776.01,21535395,PC,2458871.489,2.8009915,1.4985399,204.8553325,1.4033915,7.6586,0.945408
1777.01,29191624,PC,2459635.117,14.6503935,2.08,330,1.81908,8.737001,0.98
1778.01,39699648,PC,2458876.025,6.5159507,2.5334309,434.5843468,2.8299713,8.4594,1.32944
1782.01,160045097,PC,2459635.737,4.9877056,2.2769107,1192.33982,2.4703077,11.3069,0.668693
1782.02,160045097,PC,2459632.817,1.8290294,1.6679098,704.8493933,2.1268375,11.3069,0.668693
1783.01,229938290,PC,2458871.091,1.4198659,1.3058497,465.2106205,2.2822776,9.2742,0.984511
1785.01,230386259,PC,2459944.89,11.0023133,5.305,298,4.25882,9.6746,2.87
1787.01,372730331,PC,2459627.996,8.7046669,2.58,9660,28.8458,10.3774,1.67
1789.01,172518755,PC,2459630.911,3.2086889,2.2421329,2584.833662,16.8553458,9.1824,2.2566299
179.01,207141131,PC,2458354.588,4.1374379,1.8454937,1125.535465,2.6757659,8.1796,0.802633
1790.01,310981412,PC,2458684.16,9.62517,3.725,540,2.03371,10.2728,0.93
1791.01,233684293,PC,2459658.579,48.4788764,8.563,320,3.32727,9.05769,2.47
1792.01,29191596,PC,2459629.387,8.8164887,3.895,170,1.28915,8.676,0.99
1794.01,286916251,PC,2459661.994,8.765603,3.552,530,2.96768,9.69924,1.3
1797.01,368435330,PC,2459631.901,3.6451549,2.055,780,2.99324,8.6259,1.05
1798.01,198153540,PC,2459688.134,8.0215043,2.979,870,2.25689,10.5191,0.78
1798.02,198153540,PC,2459691.314,0.4378069,1.3013559,261.3935915,1.499704,10.5191,0.784618
1799.01,8967242,PC,2458904.816,7.093853,2.5107626,284.2381135,1.6277147,8.3662,0.956941
1801.01,119584412,PC,2459648.62,10.6439385,2.713,1240,1.98891,9.85623,0.55
1802.01,138762614,PC,2458904.155,16.7961107,3.4989302,1816.275599,2.5066457,11.1341,0.582436
1803.01,144401492,PC,2459659.056,12.8858629,2.098,3170,4.21693,11.1476,0.69
1803.02,144401492,PC,2459659.815,6.2932111,2.188,1810,2.98555,11.1476,0.69
1804.01,148679712,PC,2459635.289,4.924658,2.752,610,2.73374,10.1345,1.06
1805.01,165763244,PC,2459671.142,24.0509437,3.25,1030,2.87107,10.7939,0.86
1806.01,166648874,PC,2458909.543,15.1512051,2.3438166,4955.304292,2.8411799,12.6196,0.401575
1807.01,180695581,PC,2459664.071,0.54937,0.883,370,1.53904,9.0363,0.74
181.01,76923707,PC,2458358.118,4.5320502,2.3754425,7874.585279,7.0590799,10.4654,0.805573
1811.01,376524552,PC,2459661.05,3.7130701,1.654,19610,11.7215,11.1237,0.81
1812.01,207425167,PC,2458924.593,,7.3027567,9219.897843,7.0430812,11.6463,0.738692
1812.02,207425167,PC,2458902.483,11.6098182,3.5623705,1391.579546,2.7371461,11.6463,0.738692
1812.03,207425167,PC,2458909.51,48.3320223,5.3736904,4780.05055,5.0923959,11.6463,0.738692
1814.01,160440924,PC,2459653.489,6.3684627,6.3480149,461.2506691,5.1407901,10.8247,2.3894999
1816.01,237108272,PC,2458688.289,22.7873,5.334,410,2.42982,9.303001,1.16
1817.01,285094173,PC,2459658.623,13.398256,1.909,1460,5.93967,10.4966,1.45
1818.01,330799746,PC,2459656.366,5.5115037,4.423,3250,9.63687,10.9901,1.63
1819.01,341815767,PC,2458685.556,3.09374,2.451,150,1.72207,8.98018,1.47
1820.01,393831507,PC,2459661.328,4.860673,2.632,6140,11.4272,10.5268,1.4
1822.01,9392421,PC,2459623.13,9.6136615,5.292,7000,14.5701,10.7184,1.71
1823.01,142381532,PC,2459646.705,38.8135644,5.818,9570,8.03465,9.7722,0.82
1824.01,142387023,PC,2459632.23,22.8085984,3.914,870,2.50173,8.9754,0.82
1825.01,229750058,PC,2459752.123,10.1824299,2.788,10610,10.7723,11.7204,1.01
1827.01,390651552,PC,2459691.149,1.467119,1.0069313,1550.632368,1.3241394,8.8223,0.331472
1828.01,232982938,PC,2459918.438,9.0941239,4.389,2570,8.09838,11.1315,1.56
1829.01,235905185,PC,2459775.885,6.2895835,3.044,24300,15.9901,12.8784,1.02
1831.01,27194429,PC,2459665.465,0.5553244,0.8336658,353.7045175,4.4033839,7.43229,2.2681701
1832.01,307956397,PC,2459765.04,4.1508569,2.19,8700,7.61178,12.9233,0.78
1835.01,347332255,PC,2458932.764,5.6419598,3.0871502,543.838848,1.8245844,7.6621,0.782479
1835.02,347332255,PC,2458937.873,,3.9454498,886.4838237,2.5398986,7.6621,0.782479
1836.01,207468071,PC,2459646.492,20.3808681,6.6566336,2352.404022,8.1853156,9.29416,1.61988
1839.01,381714186,PC,2459690.242,1.4238067,1.5009585,721.0458571,2.6855348,10.2173,0.848099
1842.01,404505029,PC,2459680.103,9.5739531,4.172,3170,12.4956,9.26733,2.05
1845.01,272758199,PC,2459666.132,3.6610026,2.6047415,18701.42183,13.3480688,12.889,0.943402
1846.01,198385543,PC,2459884.35,3.9306746,1.4305142,1637.198427,1.7902006,11.8467,0.411452
1847.02,54002556,PC,2459130.15,12.7645811,2.132,3000,4.21676,11.6235,0.83
1848.01,219824469,PC,2459661.074,5.4809161,5.031,2770,8.64837,10.5038,1.62
1849.01,23740089,PC,2459662.469,19.7258442,2.578,3183,17.1815,10.4985,1.14
1851.01,378976682,PC,2459688.751,6.0179742,1.278,13910,10.0342,13.1369,0.76
1852.01,219728669,PC,2459690.343,2.3601883,2.455,21460,13.4654,13.4891,0.9
1853.01,73540072,PC,2459690.743,1.2436239,1.211,1790,3.89334,11.3719,0.84
1854.01,157225097,PC,2459667.102,2.5267353,2.2654363,17543.87691,12.697976,13.0383,0.871731
1855.01,81247740,PC,2459690.638,1.3641482,0.952,7820,19.5876,10.6503,1.08
1856.01,224313733,PC,2459517.339,197.0336254,7.338,11900,12.0713,10.9374,1
1858.01,424733642,PC,2459691.122,2.0912089,1.144,20760,18.3695,12.8777,0.77
1859.01,229742722,PC,2459868.842,63.4834243,4.898,5638,11.1305,9.93689,1.4
1860.01,202426247,PC,2459691.172,1.0662005,1.4203379,162.2039161,1.2701732,7.7885,0.92985
1861.01,323295479,PC,2458622.925,742.52145,6.5869825,8540.336509,11.2275098,9.9486,1.06113
1865.01,207425203,PC,2459742.664,1.2239134,1.037,1400,7.38849,11.871,1.92
1866.01,400430915,PC,2459797.9,2.1863095,3.9576915,2983.552582,10.9791817,12.6557,1.92153
1868.01,230087585,PC,2459940.409,8.8263579,3.4318591,5877.74804,12.1777996,12.6053,1.56043
1869.01,299780329,PC,2459362.743,1.6024387,1.0090014,1372.601691,5.5640916,10.9679,1.39294
1870.01,230375747,PC,2459694.209,2.7633917,3.5061663,12405.18733,16.4097207,12.8079,1.43103
1872.01,229490898,PC,2459765.196,2.2349708,2.016,3870,11.1799,11.9414,1.57
1873.01,328933398,PC,2459753.685,24.9341884,4.964,1390,3.93465,10.7447,0.97
1873.02,328933398,PC,2458848.639,900.1930987,6.3963069,1344.488488,3.6185236,10.7447,0.971675
1873.03,328933398,PC,2459583.708,7.0056805,3.3182125,766.894462,3.1039232,10.7447,0.971675
1875.01,233047097,PC,2459857.087,11.3091849,1.713,11960,15.4356,12.9417,1.25
1876.01,233078665,PC,2459945.35,6.4827647,2.2930359,4140.832948,11.487382,12.8182,1.73025
1877.01,233497719,PC,2459766.146,3.801591,2.752,18950,14.4297,12.8746,1.01
1878.01,219762508,PC,2459911.908,3.2351013,0.9645922,3974.231913,6.9705803,12.9737,1.06446
1879.01,243335710,PC,2459703.29,13.7045951,5.8535412,10116.04701,17.0437214,12.9935,1.49611
1880.01,359357695,PC,2459363.247,1.7262631,1.7729838,10098.97242,8.4380757,13.0614,0.556058
1881.01,59859387,PC,2459987.207,1.1203828,1.665,1901,5.96207,10.2761,1.47
1882.01,396368313,PC,2459362.255,3.0898433,1.7253015,5695.331151,14.7960305,11.2394,1.63132
1883.01,348755728,PC,2459256.846,4.5062989,2.0637719,12360.91042,5.8994432,13.3462,0.493576
1884.01,219879302,PC,2459755.777,6.7822711,2.491,11200,9.69244,12.6183,0.88
1885.01,258510872,PC,2459737,6.5440665,3.777,6060,14.1513,11.9742,1.76
1886.01,403136415,PC,2458326.378,2.5128027,2.5454713,17494.78923,12.5236817,13.0934,0.924044
1887.01,229586455,PC,2459884.27,2.2001583,1.7564486,1295.598544,2.5006782,12.2415,0.705729
1889.01,139771134,PC,2459036.734,0.9134697,1.1241224,4754.423048,8.8558858,12.5093,0.771805
1890.01,288636599,PC,2459884.074,19.9676936,6.280493,6084.343543,10.0136343,11.6819,1.26949
1891.01,139198430,PC,2459085.819,15.36179,1.389,3470,8.36864,9.3059,1.22
1892.01,63698669,PC,2458364.632,,5.0689647,294.9213908,1.4682355,9.9312,0.831552
1893.01,264544388,PC,2458824.861,,16.2000201,560.4004393,3.9646898,8.43389,1.46151
1894.01,280865159,PC,2458387.073,739.2424007,19.2382815,3150.392144,6.3408721,10.7519,1.0692
1895.01,384159646,PC,2459362.934,748.0739416,5.0652033,4627.310559,9.5710516,9.7556,1.37387
1896.01,174302697,PC,2458743.727,,16.1046282,2816.522419,8.9556287,8.88374,1.60572
1897.01,420645189,PC,2459001,48.5340395,6.661,62170,26.827,10.1374,1.03
1897.02,420645189,PC,2458837.477,48.5338626,6.137,4730,7.9008,10.1374,1.03
1898.01,91987762,PC,2459531.564,45.5221234,4.024,3070,9.16745,7.4098,1.61
1937.01,268301217,PC,2459989.042,0.9466787,1.09,16490,14.6661,12.4933,1.07
1938.01,128449971,PC,2459346.075,12.7006348,2.5954859,5641.954516,12.1832475,10.7347,1.10563
1939.01,325172035,PC,2459308.613,2.8970202,4.1502336,3080.923931,,8.2376,
1940.01,7413227,PC,2459359.557,3.4158625,1.8,2070,26.6801,9.46381,2.19
1943.01,382980571,PC,2459359.816,1.742564,1.72,740,2.86502,10.1598,0.95
1944.01,461080504,PC,2459285.449,6.0988471,5.408818,8857.728415,24.9943945,10.9572,1.82219
1946.01,127315102,PC,2459338.85,10.8458712,3.379,3120,21.6846,8.4672,2.56
1947.01,460140752,PC,2460066.822,12.0077462,2.818,2921,,8.9301,
1948.01,31268146,PC,2460013.457,3.6474778,3.997,270,2.22236,10.1302,1.48
1949.01,334125713,PC,2459331.9,4.6211026,3.882,11700,15.4381,9.4306,1.45
1950.01,327663613,PC,2458599.57,1.41144,2.509,414.379,,8.4215,
1951.01,356590734,PC,2459381.402,4.8294029,2.327,8640,18.3984,9.8722,1.96
1952.01,394509844,PC,2458599.314,6.89132,5.369,5940,11.3151,10.5,1.41
1953.01,242536549,PC,2459359.132,0.6923563,0.803,810,10.6207,9.5187,1.85
1954.01,466113537,PC,2458572.598,4.90427,5.259,1600,7.86596,8.9718,1.98
1955.01,166184426,PC,2458600.451,16.3152,1.992,2500,2.23088,11.1825,0.31
1957.01,302659412,PC,2460025.909,14.5189018,2.965,474,3.66367,9.4845,1.79
1958.01,356747847,PC,2459336.492,14.6482374,1.953,1040,18.1297,9.9055,5.42
1959.01,400323948,PC,2459336.01,3.2242808,4.3100077,868.6214414,8.5752112,11.0897,2.62415
196.01,234519192,PC,2458354.313,1.1630161,1.9358075,438.6131816,11.6644896,8.0674,4.0595698
1960.01,318828309,PC,2459330.051,5.3418199,4.99,330,5.7387,9.1962,3.28
1961.01,179319057,PC,2459352.079,6.7018963,1.874,950,5.02216,10.0032,1.52
1963.01,190271688,PC,2459341.019,12.6513671,4.277,25590,19.222,10.163,1.19
1964.01,242083025,PC,2459331.42,0.6467049,0.992,1270,6.88932,10.7892,1.71
1965.01,295354126,PC,2459357.403,2.2778177,3.212,880,,8.177301,
1966.01,242120884,PC,2459334.473,0.6228752,0.8770066,535.9362021,5.4802232,9.0492,2.30849
1967.01,320079492,PC,2459359.763,0.4262195,0.45,570,5.09474,9.9666,1.5
1968.01,210445631,PC,2458601.957,3.97195,4.297,7670,13.8556,10.52,1.55
1970.01,162695785,PC,2459359.523,2.5599662,2.706,11310,17.4735,11.0048,1.57
1971.01,253132689,PC,2460062.383,3.217824,1.735,1288,5.84702,10.3345,1.67
1972.01,267414551,PC,2458571.462,4.7631,1.838,850,4.06445,9.7472,1.48
