toi,tid,type,Mid,Period,Duartion,Depth,Radius,Mag,st_rad
1973.01,47617161,PC,2459354.671,3.9194733,2.025,5560,,10.7565,
1974.01,295562522,PC,2459354.324,5.438218,1.675,7830,14.7798,10.5833,1.49
1975.01,467281353,PC,2459332.171,2.8319354,3.21,780,4.18335,10.2081,1.48
1977.01,383531859,PC,2459352.186,17.0614756,3.384,2730,17.1048027,9.5918,2.14183
1978.01,458856474,PC,2459286.205,6.0783344,4.8904528,16168.28891,16.9877965,5.666,1
1979.01,458857720,PC,2458571.797,1.30924,2.535,3370,,9.8678,
198.01,12421862,PC,2458356.367,10.2150168,1.9683066,994.1089045,1.4777754,9.92801,0.447336
1981.01,378613125,PC,2460063.136,2.4763492,3.593,593,4.72716,10.001,2.14
1982.01,437329044,PC,2459323.826,17.1725007,5.016,3610,9.89011,10.1919,1.41
1983.01,89535068,PC,2459288.092,6.1110945,4.2566318,1098.152672,5.873208,10.3349,1.07235
1984.01,162246865,PC,2459331.916,0.5646193,1.295,510,3.01498,10.361,1.3
1985.01,469212332,PC,2460027.635,30.7864669,3.466,8750,23.8125,9.9681,2.05
1986.01,468997317,PC,2459256.975,7.5043829,4.8967771,12479.71768,,8.135,
1988.01,161156159,PC,2460064.293,2.2818488,3.973,1483,7.2854,10.1854,2.15
1989.01,324395151,PC,2459309.576,3.4551479,5.7444704,5191.726001,,10.2581,
199.01,309792357,PC,2460038.97,104.872393,6.285,12303,10.0307,10.0391,0.88
1990.01,457939414,PC,2459281.711,3.7899524,5.5268401,4345.437343,11.7871267,10.1574,1.10456
1992.01,147340931,PC,2458546.846,4.31224,2.704,4990,12.3576,10.5287,1.72
1993.01,453464017,PC,2459352.661,3.9416903,2.537,12840,19.6321,10.248,1.48
1994.01,445903569,PC,2460032.219,4.0337201,3.48,2868,11.5159,10.2396,2.22
1995.01,299023386,PC,2459327.828,3.1056464,1.772,800,13.2277,9.8153,4.44
1996.01,275384718,PC,2458576.434,7.72433,8.03,7120,20.0285,10.2372,2.32
1997.01,142378043,PC,2460038.147,1.8359766,1.062,1073,5.11603,9.8916,1.61
1998.01,429295277,PC,2458572.208,1.10833,2.288,1060,4.58274,10.186,1.4
1999.01,447206604,PC,2460033.286,7.2133579,2.345,8814,21.2234,10.4109,1.16
2000.01,371188886,PC,2460031.897,9.1270425,3.62,4598,8.36201,10.3579,1.18
2001.01,118084044,PC,2459963.953,2.7434565,1.7721369,1517.513638,24.4152818,8.9578,3.9611499
2003.01,58463434,PC,2458579.365,,3.529,3860,15.7171,9.6569,2.46
2004.01,439610306,PC,2458545.266,1.79988,3.518,180,3.32197,9.0607,2.46
2005.01,147660886,PC,2458549.834,17.30714,4.138,2900,12.2024,9.4916,2.23
2007.01,219466784,PC,2458872.69,,9.1654068,912.2762923,3.1563904,10.199,0.895408
2008.01,70887357,PC,2458454.333,723.8345008,7.382946,3119.298369,13.1361697,8.64807,1.94771
2009.01,243187830,PC,2458783.769,1071.089845,2.1734134,865.169438,2.2407785,7.3551,0.701499
201.02,350618622,PC,2459976.734,5.8492655,3.237,113,1.28883,8.5822,1.33
2010.01,26547036,PC,2459846.977,1134.672396,8.6844623,11679.21595,11.7582195,9.26693,1.0735199
2013.01,188589164,PC,2458956.396,2.6162769,1.134893,1120.601418,1.0972867,10.2705,0.325635
2015.01,368287008,PC,2459712.929,3.3491408,1.207,7210,5.37673,12.8387,0.32
2016.01,219508169,PC,2459734.658,6.8161204,2.707,1020,3.07719,10.408,0.84
2016.02,219508169,PC,2459739.72,2.459032,1.856,1080,2.91282,10.408,0.84
2018.01,357501308,PC,2459716.686,7.4355668,2.429,1170,2.4515,8.962,0.62
2019.01,159781361,PC,2458958.288,15.3474527,7.1483441,1043.986107,6.0861555,9.6087,1.79774
202.01,355509914,PC,2458326.111,1.7386736,1.2988138,13645.69467,9.6298524,14.6723,0.820258
2023.01,16884216,PC,2458964.129,11.1900486,2.9741507,567.7989939,1.6608182,8.5049,0.695992
2025.01,394050135,PC,2459754.94,8.8720542,3.6593396,6144.296801,11.9849813,10.9461,1.47996
2026.01,407059875,PC,2459904.709,7.1925327,2.551,1180,2.5719,10.5782,0.77
2029.01,445254275,PC,2458767.197,2.57134,3.824,920,10.7406,10.9415,3.56
203.01,259962054,PC,2459106.86,51.94509,8.094,2534,0.705818,12.2423,0.23
2031.01,470127886,PC,2459886.046,5.7156075,4.0584797,12240.92988,13.6015651,10.7609,1.18444
2033.01,53617134,PC,2459886.489,18.8243105,4.806,2360,9.62606,9.46221,1.95
2035.01,53709089,PC,2458793.505,8.51226,3.068,620,5.90105,9.1196,2.35
2036.01,368320811,PC,2458981.359,1.2583329,1.17,440,4.91523,8.97913,2.18
2037.01,405559035,PC,2459706.727,11.1518929,4.623,580,2.91771,10.67,1.19
2039.01,237071229,PC,2459876.154,11.2485739,3.6932897,1382.174815,5.8918988,10.4719,1.47509
204.01,281781375,PC,2458328.036,43.8279601,4.2818927,572.4402978,2.5105994,9.2182,1.03654
2040.01,427730490,PC,2459740.365,3.8608551,2.571,14670,11.2224,10.8407,0.92
2043.01,346929661,PC,2459899.436,12.0135482,4.216,950,3.82619,10.1976,1.23
2045.01,347013211,PC,2459873.068,9.07763,5.928,5912,12.6842,10.7799,1.72
2046.01,468574941,PC,2459882.348,1.4971447,2.4024159,16266.2492,16.2528494,10.996,1.2431901
2048.01,159873822,PC,2459704.448,13.7905315,3.301,1140,2.60168,10.7545,0.76
2049.01,314835525,PC,2458768.867,5.30329,3.707,1200,11.7443,10.6568,3.48
205.01,281575427,PC,2458326.331,4.2529879,3.109,304.4145029,2.9336559,9.4525,1.45382
2050.01,316468545,PC,2459856.371,13.5971906,2.713,574,2.09614,9.70362,0.88
2051.01,375850439,PC,2459854.29,1.1633325,1.7800569,384.9566815,5.5717234,10.6234,2.61707
2053.01,315755496,PC,2459394.643,4.27808,1.9576205,1096.601354,17.8096125,10.5008,5.2787499
2054.01,378355116,PC,2459875.429,3.5684459,2.934,939,5.87762,10.7633,2.08
2056.01,396356111,PC,2458771.677,10.2207,3.848,300,2.95608,7.3307,1.72
2057.01,229888286,PC,2459707.62,5.5986627,4.926,2490,9.34167,10.7165,1.84
2059.01,403308915,PC,2459878.779,3.7543552,1.878,470,4.6716,10.1731,1.75
206.01,55650590,PC,2458325.544,0.7363095,0.6894385,1273.442138,1.4706958,12.4312,0.351676
2060.01,285542903,PC,2459883.838,2.2666808,2.952972,323.3107692,8.0158703,9.8722,4.1406498
2063.01,334811204,PC,2458743.998,21.07626,2.124,1890,11.6504,10.3499,2.46
2067.01,147951030,PC,2459960.826,8.812848,2.356,905,2.58968,10.4547,0.88
2068.01,417931300,PC,2459623.464,7.768982,2.181,1050,1.77405,11.1806,0.54
2069.01,198187049,PC,2458688.473,5.9214229,2.4606208,140.4285921,1.0470381,7.9726,0.823126
2070.01,233182695,PC,2459654.784,6.3838817,1.68,360,2.30075,9.74428,1.16
2071.01,198360694,PC,2459659.621,5.6739336,2.8074156,641.2779235,2.587582,11.04,1.00286
2072.01,900715901,PC,2459635.551,3.167981,1.352,970,,11.6434,
2073.01,441642457,PC,2458745.519,53.1991439,6.2024225,591.4602835,2.8396233,9.45253,1.15632
2074.01,158075010,PC,2458754.149,177.5830512,4.7901443,456.0908234,3.5953731,8.38689,1.59978
2075.01,23814735,PC,2459690.292,4.7981694,2.1425123,1051.067588,2.3133532,11.1345,0.667797
2076.01,27491137,PC,2459675.695,10.3563596,3.4814933,923.942127,2.4103206,8.3745,0.772148
2076.02,27491137,PC,2459675.933,35.1257472,2.839,2066,3.17021,8.3745,0.77
2077.01,230075227,PC,2459956.724,6.1155762,1.95,318,1.52531,9.7807,0.85
2078.01,159244568,PC,2458820.25,6.2772478,1.5325014,910.5215536,2.5385441,11.0372,0.800741
2079.01,224298134,PC,2459634.221,1.4923242,1.063,550,1.21108,10.8515,0.48
208.01,314865962,PC,2459998.274,22.464083,5.216,541,2.03786,10.3539,0.98
2080.01,367739494,PC,2458689.532,63.5809449,3.6561358,1446.502964,3.0597346,11.4547,0.72252
2081.01,321669174,PC,2459757.445,10.5054362,2.4850401,1320.601625,1.947929,11.642,0.515547
2082.01,160039081,PC,2459658.938,30.200336,4.48,500,2.66521,7.8206,1.15
2083.01,233633993,PC,2458695.868,17.969639,4.238817,1231.038152,3.0570342,11.8737,0.767286
2084.01,441738827,PC,2459652.834,6.0784031,2.117,1810,2.07448,13.3257,0.47
2085.01,103633672,PC,2458850.321,,6.7940415,1885.160909,3.4610442,9.8499,0.799051
2086.01,230387153,PC,2459772.49,41.7540004,4.491,820,2.75297,11.316,0.91
2086.02,230387153,PC,2459662.483,20.261655,2.9685197,612.9485468,2.4206095,11.316,0.914083
2087.01,219462190,PC,2458709.129,,16.0960466,548.082765,2.2664482,10.0537,0.953815
2088.01,441765914,PC,2459517.996,124.72987,7.2967692,1781.916002,3.5130935,10.8812,0.831423
2089.01,341815197,PC,2459790.282,49.9950015,5.109,1080,2.65286,11.5509,0.78
209.01,52204645,PC,2458325.884,4.3794425,1.749447,966.703613,2.6786357,10.8545,0.742779
2090.01,233721037,PC,2458715.334,230.92212,15.8602661,284.9247434,3.6785805,8.80613,2.1204
2091.01,219778329,PC,2458742.875,177.2188871,5.5590645,294.429628,2.0323111,8.1529,1.15025
2092.01,393965778,PC,2459687.381,4.3032437,2.202,650,2.66568,10.6375,1.05
2093.01,402898317,PC,2458751.624,53.8108713,4.2655099,965.1696621,2.2249096,10.6699,0.730261
2094.01,356016119,PC,2458691.319,18.7931749,1.09889,1844.698547,1.7151271,12.2669,0.376775
2095.01,235678745,PC,2459752.694,17.6648787,2.61,670,1.25125,11.0788,0.46
2095.02,235678745,PC,2459718.493,28.1722908,3.47,820,1.31656,11.0788,0.46
2096.01,142748283,PC,2459601.846,3.1190716,1.1585974,2964.582891,1.6229796,13.4764,0.247331
2096.02,142748283,PC,2458687.538,6.3878202,1.4551851,5857.01647,2.041471,13.4764,0.247331
2098.01,356700488,PC,2458756.674,,12.4131426,230.8387014,2.4661884,8.20773,1.5457799
2099.01,230386397,PC,2459626.67,19.5078657,4.603,1770,3.92839,11.2011,0.71
210.01,141608198,PC,2459338.993,9.0105414,1.8443264,4125.0713,2.1513682,12.5395,0.330146
2100.01,219436394,PC,2459605.64,23.6573994,2.308778,1180.935057,3.0681221,10.8676,0.846615
2101.01,165527918,PC,2459761.312,9.0754002,3.246,600,2.55169,10.6397,1
2102.01,289590465,PC,2458687.584,6.7060238,1.6782365,542.9365808,2.12647,11.4106,0.807811
2103.01,160491359,PC,2459663.747,2.6620728,1.7235054,220.9994213,1.2172175,10.3366,0.799716
2104.01,367630162,PC,2459766.777,3.272306,1.859,360,1.45864,10.0556,0.72
2104.02,367630162,PC,2459763.052,5.9043831,2.573,410,1.45725,10.0556,0.72
2105.01,156199502,PC,2459422.273,15.9152686,1.1393111,652.5574248,2.2277479,9.8565,0.821067
2106.01,393911494,PC,2458899.862,0.6332593,0.8622011,1191.45972,5.3027904,9.85649,0.976212
2107.01,446549906,PC,2458654.615,2.45457,2.39,19250,14.183,11.3819,0.97
2109.01,392476080,PC,2458984.389,0.67249,1.801,7890,15.7288,9.78569,1.7
2110.01,394029948,PC,2458687.555,32.76639,6.089,500,3.20531,9.69902,1.39
2112.01,427320001,PC,2459729.805,14.0120582,5.9348633,751.5203056,4.4835127,7.1776,1.58046
2113.01,1400212743,PC,2458984.224,5.24612,4.194,1030,5.61881,10.5163,1.76
2114.01,9828416,PC,2459768.726,6.2099663,4.49,4090,14.369,9.8251,2.1
2115.01,54464870,PC,2458792.69,3.69443,4.665,210,3.02321,8.29254,2.11
2118.01,17416749,PC,2458956.569,2.34483,1.417,370,4.2647,8.63532,2.13
212.01,206609630,PC,2458325.49,0.3352724,0.7186284,18981.74619,4.4688,12.5595,0.3
2120.01,389900760,PC,2458795.823,5.7998189,1.014374,8567.339022,2.6346124,12.8233,0.240233
2121.01,88996391,PC,2459718.987,2.3195654,2.0259086,19508.69536,12.4030722,11.9441,0.628365
2123.01,105840719,PC,2459691.82,10.3088372,3.473,1960,3.80877,9.5373,0.84
2128.01,21832928,PC,2458987.266,16.3413889,5.3764481,372.0970618,2.629079,6.6813,1.12506
213.01,234345288,PC,2458343.336,23.5199156,3.4610052,1379.865658,2.4553729,9.7806,0.672062
2133.01,39200363,PC,2458985.883,3.8266587,2.0605848,1181.81543,2.4536347,10.8571,0.716312
2134.01,75878355,PC,2459776.714,9.2292064,2.927,1560,3.09843,7.7945,0.77
2136.01,336128819,PC,2459394.594,7.8519082,1.6318726,3873.959149,2.1705803,11.7371,0.34388
2137.01,23059280,PC,2459393.085,14.1502269,3.8264451,41358.86639,18.6317683,12.2186,0.873952
2138.01,336267424,PC,2458684.222,1.4821845,2.5956827,16269.25628,27.5079498,12.5466,1.31284
214.01,167415965,PC,2460006.521,18.5537756,3.456,449,1.5494,8.0089,0.8
214.02,167415965,PC,2460038.973,9.6960161,2.717,125,0.773179,8.0089,0.8
2141.01,287256467,PC,2458992.503,18.2615937,3.7116163,984.3130005,3.1669431,8.8975,0.941409
2142.01,44313455,PC,2459014.836,9.3004351,2.3510062,1595.208863,1.5550304,11.0768,0.363966
2143.01,103195323,PC,2459934.359,5.589946,5.032,3840,12.1202,10.1041,1.95
2144.01,428988981,PC,2458791.634,37.3411611,5.5955657,902.1473067,2.8105146,9.90667,0.875453
2145.01,88992642,PC,2459403.203,10.2611053,7.334,1920,12.1819,8.55942,2.78
2147.01,341630071,PC,2459599.177,26.2049782,5.8635323,5593.182178,10.15497,10.7047,1.3363301
2149.01,1716467085,PC,2459445.887,0.5847238,0.951,550,3.35818,10.1099,1.27
215.01,231912935,PC,2458334.4,26.2851255,3.157389,993.1739798,3.5159824,10.5011,0.96445
2150.01,230267547,PC,2459768.269,2.2263798,2.863,1270,6.51393,10.4288,1.84
2152.01,395393265,PC,2459883.442,3.3772835,3.6434514,7216.496136,15.3058361,10.7053,1.73235
2153.01,406855039,PC,2459391.952,2.7180835,6.1842922,329.1728205,4.2423946,9.54581,2.1805999
2154.01,428787891,PC,2459768.103,3.8240826,2.5172521,10096.10986,16.0547024,10.6611,1.38719
2155.01,461591646,PC,2459913.984,3.7246883,3.078,3320,10.8811,10.9939,1.74
2156.01,258402425,PC,2459011.05,0.67554,0.922,680,15.6973,9.87437,2.74
2158.01,342642208,PC,2459758.586,8.6007557,3.304,5090,10.7988,10.1669,1.5
2160.01,284477310,PC,2459688.464,2.2390502,1.64,490,2.73215,10.6071,1.25
2162.01,284564230,PC,2459800.321,12.9774853,3.259,770,4.66514,10.2182,1.66
2163.01,43429656,PC,2459765.949,5.2132047,3.978,600,3.62738,10.235,1.47
2164.01,49967354,PC,2459010.861,1.09333,1.975,1250,12.2642,10.879,3.39
2166.01,233680651,PC,2459929.064,5.1354316,3.693,348,3.34887,10.0788,1.99
2169.01,8516795,PC,2459773.748,8.2148505,3.839,3140,10.4375,10.5527,1.81
2170.01,154741689,PC,2459949.645,9.2787477,4.528,532,2.19592,10.4679,1.12
2172.01,76197937,PC,2459011.829,1.78252,2.729,1920,18.6528,10.8642,3.7
2174.01,159815224,PC,2459765.959,2.9601848,2.014,960,4.21067,10.5817,1.33
218.01,32090583,PC,2458325.54,0.4384462,0.5281327,202.8555123,0.4389522,13.3292,0.284538
2180.01,298663873,PC,2459611.446,260.1740061,24.0527095,4747.959592,11.3192423,8.56854,1.62762
2181.01,233068569,PC,2459843.19,8.379057,2.899,2930,4.97002,12.1625,0.91
2183.01,1715469662,PC,2459789.284,6.5011256,5.442,4370,,8.0348,
2184.01,176956893,PC,2460072.63,6.9067783,6.211,900,9.36468,11.4057,3.15
2185.01,355096431,PC,2459036.89,7.2147718,4.0147754,8580.18368,10.1239555,12.7421,1.08637
2186.01,238171173,PC,2459040.68,4.4765244,2.9941572,9051.975242,14.5380256,13.0654,1.37148
2187.01,270472265,PC,2459387.346,2.7492277,1.688,11250,12.683,13.0769,1.14
2188.01,260797169,PC,2459037.589,3.7348347,2.4593886,8944.897876,14.5594188,13.0943,1.36818
2189.01,270342589,PC,2459037.695,4.4343998,2.828018,13213.7471,11.8291968,13.458,1.00254
2190.01,389421473,PC,2459041.22,5.3153476,4.347056,14340.45258,19.6031197,12.5965,1.55227
2191.01,262471759,PC,2459037.35,4.0115394,2.2686483,14587.5118,15.3487909,12.8641,1.13908
2192.01,277890574,PC,2459039.462,6.2643562,3.7445912,10438.02745,11.4776098,12.5625,1.12916
2193.01,401604346,PC,2459037.565,2.1223673,1.5855365,8056.334025,12.9814367,11.3996,1.19653
2194.01,271478281,PC,2459037.368,15.3365954,3.3499347,826.909073,1.9570353,7.4259,0.690927
2195.01,24695044,PC,2459039.461,4.1645693,2.0298334,7718.063675,8.917885,10.9916,0.933443
2196.01,372172128,PC,2459036.509,1.1953968,1.5752293,1127.234456,3.5030245,11.3643,1.02917
220.01,150098860,PC,2460025.759,10.6952968,1.886,873,2.74102,9.6878,0.88
2200.01,142105158,PC,2459384.87,2.9360281,2.118,6790,7.18912,12.3181,0.83
2201.01,219306934,PC,2459037.534,1.3477558,1.173357,542.7381346,3.6560097,10.2001,1.46889
2202.01,358107516,PC,2459363.57,11.9133145,4.009689,18501.39622,11.7322842,12.173,0.823883
2205.01,260298958,PC,2460068.829,0.8891392,1.2094135,41421.59413,14.2531082,15.0804,0.649887
2207.01,90850770,PC,2459043.769,8.0016656,4.5607757,4891.851349,11.0757082,10.9651,1.55738
2208.01,38680052,PC,2459362.154,0.6743453,0.9010413,103652.0706,12.4716613,15.7438,0.321846
2209.01,271806353,PC,2459362.844,3.4391152,3.3615891,12391.74934,13.6350253,13.3304,1.21438
2210.01,317089588,PC,2459042.901,12.7862335,4.6513762,19601.71425,11.7338065,13.4669,0.836244
2211.01,212253390,PC,2459038.109,3.0911721,1.9714799,349.193899,1.666703,9.2551,0.834386
2212.01,280803917,PC,2459039.727,5.129391,2.9020811,9222.094919,8.8195664,12.4235,0.920804
2213.01,406318573,PC,2459036.457,5.1794021,2.58258,6051.587603,9.5302772,13.2598,1.21172
2214.01,272236017,PC,2460041.315,2.4156482,2.837,3550,,12.6562,
2215.01,425561347,PC,2459040.861,5.781385,2.5193378,1348.248893,2.6795194,9.977,0.729818
2216.01,39018923,PC,2459111.579,5.68083,3.807,2110,6.4984,12.0253,1.39
2217.01,234330672,PC,2459039.604,3.8300938,4.2606707,7799.891111,11.8827236,12.8172,1.3126301
2218.01,348995212,PC,2460014.455,0.3456911,0.648,2800,10.1929,11.5547,1.05
2219.01,278138619,PC,2460074.804,10.1688722,4.3884108,7366.339761,12.8424534,12.9901,1.3986
2220.01,150437346,PC,2459363.007,1.3926509,2.0374531,7223.257577,17.2327875,11.6659,1.2094899
2222.01,306510653,PC,2459386.42,2.2456869,3.155,12600,17.5083,12.7427,1.5
2223.01,273695332,PC,2459365.147,6.9309657,5.2921448,6887.420039,13.513657,12.0599,1.59136
2224.01,388198242,PC,2459279.057,0.5055105,0.648232,2269.199137,4.9709812,11.9987,1.01489
2225.01,271891552,PC,2459385.386,3.5775562,3.531,4060,,13.3639,
2226.01,403135192,PC,2459037.002,0.9018226,0.9023015,823.0425498,4.0534841,9.6968,1.35926
2227.01,405425498,PC,2458328.524,4.2217534,2.6646631,578.771213,3.0087041,10.0106,1.20847
2228.01,61733521,PC,2458655.878,3.36296,2.594,750,2.69668,10.8911,0.9
2229.01,143410850,PC,2458660.256,4.98668,2.267,860,5.51463,10.6658,1.64
223.01,326453034,PC,2458355.958,14.445918,1.533311,1273.806981,3.290507,10.2733,0.87237
2232.01,439444938,PC,2459046.542,11.45959,0.956,650,,8.776,
2233.01,421455387,PC,2458657.18,2.50876,1.02,5600,18.7769,10.9896,1.13
2234.01,271491157,PC,2459036.73,2.91615,1.481,2280,13.4791,10.7837,2.69
2235.01,267093376,PC,2458326.099,17.14012,1.176,2180,8.14257,10.8988,1.67
2236.01,394722182,PC,2459389.337,3.5315897,2.689,7230,14.2116,10.8673,1.62
2238.01,231077395,PC,2459385.57,3.3904897,2.878,260,2.40673,10.7188,1.43
2239.01,388130235,PC,2459323.835,92.1951455,4.011,4530,18.1885,10.7891,3
2240.01,98494121,PC,2458659.347,3.06555,2.483,2920,5.41363,10.9931,0.71
2241.01,96973930,PC,2458657.363,3.3243,2.337,1150,21.7252,10.1738,5.76
2242.01,92562123,PC,2459041.759,6.53144,5.713,700,6.77621,9.9279,2.58
2244.01,1989628303,PC,2459039.628,5.46377,1.036,4010,12.894,9.1984,1.95
2245.01,278415929,PC,2459389.181,3.7981107,3.914,750,4.13478,10.8366,1.51
2246.01,349786918,PC,2460012.789,2.9663437,4.44,206,2.02837,9.9676,1.59
2248.01,179580045,PC,2459331.762,62.1624516,4.319,3710,10.3408,10.4653,1.66
225.01,47525799,PC,2458355.119,,4.8120529,4104.587347,5.5237367,11.0316,0.710768
2250.01,264303333,PC,2458683.445,0.8152977,1.6097774,100.7822209,1.097663,10.1583,0.96947
2251.01,229715760,PC,2459945.371,11.5743561,6.0493763,14285.1322,18.1309835,12.7778,1.4578
2252.01,233066156,PC,2459649.408,12.3794491,2.79,530,6.72429,10.8841,2.78
2253.01,367855829,PC,2458714.62,85.4244796,3.6658465,1134.223303,4.4208054,9.9558,1.29609
2254.01,233688779,PC,2459957.852,26.458069,3.117,404,2.52936,9.34244,1.37
2255.01,265146266,PC,2459727.117,11.9526103,2.74,9860,11.4014,12.0836,1.25
2256.01,262880065,PC,2458938.823,13.961418,4.5539281,792.671126,2.2841549,10.446,0.813544
2257.01,198485881,PC,2459606.203,35.1896444,3.3254029,4524.935393,2.2253696,12.9672,0.326932
2258.01,219821826,PC,2459659.733,9.6799809,1.806,15870,14.6081,12.2169,1.11
2259.01,219501568,PC,2459724.927,16.5899447,1.479,520,4.2671,7.97758,1.74
2260.01,232568235,PC,2458928.24,0.3524586,0.8508711,293.5824518,1.6511948,9.75874,0.898416
2261.01,229787062,PC,2459662.577,1.9011481,1.042,1900,4.5911,12.4841,0.99
2262.01,165530380,PC,2459795.359,1.4937444,2.044,160,1.62102,10.4267,1.28
2263.01,159400561,PC,2458708.384,,14.9235889,357.7289632,1.6330887,9.7115,0.852643
2264.01,235943205,PC,2458827.027,121.3342908,6.1861599,1830.536931,4.1767182,10.5653,0.957395
2265.01,310231275,PC,2458956.332,0.8294084,0.5583289,254.6127529,2.4799192,9.1021,1.52424
2266.01,8348911,PC,2458957.925,2.326343,1.2195051,4153.614444,1.9763187,13.5042,0.261162
2267.01,459837008,PC,2458816.152,3.4950422,1.0311342,2004.426903,1.2734423,12.2591,0.242745
2268.01,20203297,PC,2458932.628,7.1566025,1.218975,674.5586897,3.1263063,10.1338,1.13489
2269.02,441798995,PC,2459849.642,2.8411415,1.174,530,1.42162,11.9521,0.55
2269.03,441798995,PC,2458686.456,10.4029111,1.3721731,824.1851185,1.8465904,11.9521,0.548484
227.01,2760710,PC,2458364.102,,1.51,30400,2.432614,13.8409,0.128
2270.01,198178505,PC,2458962.984,,4.6288711,261.9656428,2.7599934,7.7293,1.61077
2271.01,258389327,PC,2459753.691,26.5456672,2.582,8290,29.1697,11.8248,1.68
2272.01,265460043,PC,2458773.808,32.8236817,15.237374,368.5500142,5.1519952,8.1526,2.63025
2273.01,142117976,PC,2458845.708,46.5710978,6.1832559,328.3531481,2.1305645,8.75584,1.15083
2274.01,289164482,PC,2459392.786,2.6796118,1.1615324,994.5497665,2.5251194,10.3543,0.63072
2275.01,272679240,PC,2458684.152,20.1546939,1.3244754,1039.49771,2.3244125,11.4208,0.712388
2276.01,198456933,PC,2458725.708,76.8663962,6.7753035,341.5578492,1.9249103,8.9072,0.877042
2277.01,288516853,PC,2458693.129,101.9509736,12.4042036,178.9213506,3.3789105,7.98614,2.43663
2278.01,243313296,PC,2459690.584,1.4663344,0.447,920,1.87124,12.4199,0.32
2279.01,115623434,PC,2458958.804,3.1434423,1.6777091,807.5270012,2.4591321,10.2455,0.794997
2280.01,115583726,PC,2458959.94,18.6016754,2.3690896,559.9932489,9.1300283,8.44143,3.7007
2281.01,264171144,PC,2458765.861,210.668358,10.3865576,342.5966404,2.8961818,9.13648,1.52592
2282.01,237211410,PC,2458691.47,12.5520766,6.8268193,202.0868952,2.8228669,9.29735,1.84505
2283.01,198211976,PC,2458683.724,0.4018586,1.5779753,111.3648011,0.5525072,11.2076,0.520283
2284.01,115446313,PC,2458960.269,4.968923,2.0359366,381.0968827,2.5692919,9.88372,1.20835
2285.01,329148988,PC,2458747.183,27.2695221,2.4633215,1695.562621,1.9042062,11.3078,0.460014
2286.01,237201858,PC,2458811.505,179.4031712,10.7569968,618.5780905,3.7472354,9.85236,1.4648
2287.01,160077104,PC,2458688.986,11.8120707,3.3324162,189.027556,1.7481305,8.5709,1.20105
2288.01,462615350,PC,2458740.424,8.9172211,2.6426767,2147.081691,2.7931797,12.709,0.605243
2289.01,82452140,PC,2458964.279,63.39545,5.1295954,851.8694759,3.3507179,10.0011,1.0149601
2290.01,321688498,PC,2458764.987,0.3862197,0.9122445,437.6381201,1.1988782,11.1079,0.566304
2291.01,236934937,PC,2459620.204,9.405877,1.5560322,1425.933018,1.977596,11.9959,0.475701
2292.01,236934268,PC,2459704.906,7.0767314,2.444,630,2.4422,10.8746,1
2293.01,71347873,PC,2459600.315,6.0683318,1.9825707,1742.733239,2.1199939,11.814,0.499376
2294.01,284361752,PC,2458691.694,340.3877311,9.2318877,718.3774619,3.6888424,9.78288,1.27808
2295.01,48018596,PC,2458713.452,100.1147944,1.8314202,1180.514828,5.1800896,9.00772,1.47127
2296.01,165554103,PC,2458720.262,139.2632286,15.5650549,403.2688035,1.8388146,10.4431,0.90717
2297.01,233500935,PC,2459623.757,22.048775,3.8087167,540.6928554,1.9509885,11.6702,0.794435
2298.01,229608594,PC,2458960.029,,7.6412469,1990.126391,2.8951165,11.1919,0.659937
2299.01,362220495,PC,2458798.441,165.0212761,3.5263664,2733.682834,3.6930639,9.863,0.699973
2300.01,280031353,PC,2459445.193,4.8566656,2.585881,1163.841609,3.2987328,11.8231,0.796892
2300.02,280031353,PC,2459646.962,15.4432661,3.8493075,4652.019556,5.7063938,11.8231,0.796892
2301.01,283829553,PC,2459712.549,6.0541271,3.975,170,2.09886,8.36872,1.61
2302.01,144000801,PC,2459063.141,1.3103832,1.6240216,3904.282474,9.8603222,11.0075,0.928507
2303.01,197959526,PC,2459061.885,0.7196291,1.474746,4971.14566,12.2917419,11.8199,1.69458
2304.01,70420766,PC,2459063.305,9.4090394,2.6141097,935.9790253,3.8552939,10.2356,1.2331
2306.01,147284470,PC,2459064.314,2.9906607,1.6654683,10475.68174,11.3762744,13.3456,1.10305
2307.01,270219048,PC,2459062.614,2.681646,1.768811,8584.486099,14.2162158,12.2294,1.285
2308.01,234489976,PC,2459063.021,3.8686895,2.2993852,8020.383303,13.7630707,12.2397,1.3337801
2309.01,328012209,PC,2459044.316,20.2771081,6.2417946,855.6760256,4.6149105,10.0596,1.37617
2310.01,38467100,PC,2459357.896,2.9432073,2.501,12560,13.6531,12.9565,1.18
2312.01,147425389,PC,2459063.374,3.1856867,3.218099,7883.575076,9.6996583,12.526,1
2313.01,325468685,PC,2459063.003,1.8904029,1.4317665,3999.351561,10.3882298,11.449,1
2314.01,355446093,PC,2459063.24,15.937546,4.5395335,4172.292483,11.9220549,11.7493,1.55033
2315.01,302333151,PC,2459062.37,1.4408228,1.7457036,4470.558083,9.7835563,11.0675,1.16489
2316.01,61980227,PC,2459064.594,3.0958985,1.8584684,10354.9917,19.2443952,12.0516,1.25844
2318.01,88840705,PC,2459026.648,,4.6833042,2749.209937,6.5071192,8.6512,0.844548
2319.01,349488688,PC,2459002.765,,6.1120058,855.5836036,4.1844083,8.40302,1.39619
